timestamp_unix,timestamp_utc,timestamp_ist,pm2_5,pm10,temp_c,humidity,co,no,no2,o3,so2,nh3,AQI_PM25,AQI_PM10,AQI,AQI_Category
1757257200,2025-09-07 15:00:00,2025-09-07 20:30:00,10.75,16.5,,,304.7,0.03,16.43,22.16,6.09,6.795,17.916666666666668,16.5,17.916666666666668,Good
1757260800,2025-09-07 16:00:00,2025-09-07 21:30:00,11.12,17.08,,,320.44,0.05,16.36,18.47,6.28,6.795,18.53333333333333,17.08,18.53333333333333,Good
1757264400,2025-09-07 17:00:00,2025-09-07 22:30:00,10.99,16.63,,,324.39,0.06,15.53,16.84,7.0,5.5,18.316666666666666,16.63,18.316666666666666,Good
1757268000,2025-09-07 18:00:00,2025-09-07 23:30:00,10.19,14.6,,,302.8,0.05,14.02,17.35,8.07,4.14,16.983333333333334,14.6,16.983333333333334,Good
1757271600,2025-09-07 19:00:00,2025-09-08 00:30:00,9.7,12.75,,,266.55,0.05,12.45,18.28,8.16,3.35,16.166666666666668,12.75,16.166666666666668,Good
1757275200,2025-09-07 20:00:00,2025-09-08 01:30:00,10.49,13.15,,,263.51,0.05,12.31,16.45,7.79,3.45,17.483333333333334,13.15,17.483333333333334,Good
1757278800,2025-09-07 21:00:00,2025-09-08 02:30:00,11.84,14.33,,,266.69,0.05,12.54,14.52,7.6,3.74,19.733333333333334,14.33,19.733333333333334,Good
1757282400,2025-09-07 22:00:00,2025-09-08 03:30:00,13.54,15.99,,,274.54,0.06,13.08,12.26,7.13,3.99,22.566666666666666,15.99,22.566666666666666,Good
1757286000,2025-09-07 23:00:00,2025-09-08 04:30:00,15.14,17.53,,,282.87,0.07,13.6,10.08,6.54,3.82,25.233333333333334,17.53,25.233333333333334,Good
1757289600,2025-09-08 00:00:00,2025-09-08 05:30:00,16.75,19.0,,,288.74,0.11,14.2,8.35,6.2,3.45,27.916666666666668,19.0,27.916666666666668,Good
1757293200,2025-09-08 01:00:00,2025-09-08 06:30:00,18.28,20.6,,,293.03,0.25,14.96,7.13,6.22,3.01,30.46666666666667,20.6,30.46666666666667,Good
1757296800,2025-09-08 02:00:00,2025-09-08 07:30:00,19.71,22.67,,,307.54,0.95,14.23,8.2,6.71,2.67,32.85,22.67,32.85,Good
1757300400,2025-09-08 03:00:00,2025-09-08 08:30:00,20.4,23.78,,,315.21,0.95,13.28,10.2,7.64,2.41,34.0,23.78,34.0,Good
1757304000,2025-09-08 04:00:00,2025-09-08 09:30:00,19.43,22.78,,,273.64,0.95,12.6,14.43,11.22,1.81,32.38333333333333,22.78,32.38333333333333,Good
1757307600,2025-09-08 05:00:00,2025-09-08 10:30:00,19.23,23.13,,,264.76,0.95,12.08,17.29,13.8,2.26,32.050000000000004,23.13,32.050000000000004,Good
1757311200,2025-09-08 06:00:00,2025-09-08 11:30:00,19.7,24.03,,,260.5,0.95,11.72,22.29,16.025000000000002,2.64,32.833333333333336,24.03,32.833333333333336,Good
1757314800,2025-09-08 07:00:00,2025-09-08 12:30:00,11.74,14.3,,,176.65,0.95,6.8,40.52,11.73,1.36,19.566666666666666,14.3,19.566666666666666,Good
1757318400,2025-09-08 08:00:00,2025-09-08 13:30:00,10.44,12.14,,,146.72,0.95,3.59,56.83,7.62,1.05,17.4,12.14,17.4,Good
1757322000,2025-09-08 09:00:00,2025-09-08 14:30:00,12.54,14.11,,,142.75,0.56,2.49,69.89,6.47,1.0,20.9,14.11,20.9,Good
1757325600,2025-09-08 10:00:00,2025-09-08 15:30:00,15.39,17.24,,,152.48,0.47,2.56,80.71,6.44,1.41,25.650000000000002,17.24,25.650000000000002,Good
1757329200,2025-09-08 11:00:00,2025-09-08 16:30:00,18.83,21.25,,,170.63,0.48,3.6,86.49,7.14,2.13,31.383333333333333,21.25,31.383333333333333,Good
1757332800,2025-09-08 12:00:00,2025-09-08 17:30:00,21.66,24.6,,,189.56,0.36,5.71,86.47,8.0,2.65,36.1,24.6,36.1,Good
1757336400,2025-09-08 13:00:00,2025-09-08 18:30:00,24.75,28.39,,,211.83,0.04,8.58,81.36,8.46,3.43,41.25,28.39,41.25,Good
1757340000,2025-09-08 14:00:00,2025-09-08 19:30:00,28.27,32.87,,,237.99,0.0,10.15,77.17,8.5,4.55,47.11666666666667,32.87,47.11666666666667,Good
1757343600,2025-09-08 15:00:00,2025-09-08 20:30:00,31.0,36.45,,,259.31,0.0,10.69,74.24,8.15,5.51,51.0,36.45,51.0,Satisfactory
1757347200,2025-09-08 16:00:00,2025-09-08 21:30:00,32.4,38.0,,,270.52,0.0,10.36,71.82,7.97,5.77,53.36551724137931,38.0,53.36551724137931,Satisfactory
1757350800,2025-09-08 17:00:00,2025-09-08 22:30:00,33.11,38.5,,,280.72,0.0,10.15,69.25,8.36,5.34,54.5651724137931,38.5,54.5651724137931,Satisfactory
1757354400,2025-09-08 18:00:00,2025-09-08 23:30:00,33.36,38.22,,,286.66,0.0,10.45,65.76,9.33,4.49,54.98758620689655,38.22,54.98758620689655,Satisfactory
1757358000,2025-09-08 19:00:00,2025-09-09 00:30:00,33.34,37.22,,,285.34,0.0,11.3,60.47,11.66,3.54,54.953793103448284,37.22,54.953793103448284,Satisfactory
1757361600,2025-09-08 20:00:00,2025-09-09 01:30:00,33.62,36.88,,,298.43,0.0,12.23,53.68,12.91,3.26,55.426896551724134,36.88,55.426896551724134,Satisfactory
1757365200,2025-09-08 21:00:00,2025-09-09 02:30:00,33.56,36.44,,,315.07,0.0,12.61,47.35,12.63,3.24,55.325517241379316,36.44,55.325517241379316,Satisfactory
1757368800,2025-09-08 22:00:00,2025-09-09 03:30:00,33.43,36.27,,,325.72,0.0,12.4,42.06,10.19,3.43,55.105862068965514,36.27,55.105862068965514,Satisfactory
1757372400,2025-09-08 23:00:00,2025-09-09 04:30:00,33.05,36.06,,,329.75,0.0,12.01,38.02,7.92,3.52,54.46379310344827,36.06,54.46379310344827,Satisfactory
1757376000,2025-09-09 00:00:00,2025-09-09 05:30:00,32.05,35.25,,,332.15,0.0,11.81,33.89,6.52,3.52,52.77413793103448,35.25,52.77413793103448,Satisfactory
1757379600,2025-09-09 01:00:00,2025-09-09 06:30:00,30.35,33.94,,,337.92,0.01,11.99,29.34,5.8,3.66,,33.94,33.94,Good
1757383200,2025-09-09 02:00:00,2025-09-09 07:30:00,29.41,34.11,,,355.9,0.62,12.67,25.61,6.07,4.13,49.016666666666666,34.11,49.016666666666666,Good
1757386800,2025-09-09 03:00:00,2025-09-09 08:30:00,29.19,35.06,,,370.98,0.95,13.35,25.18,7.88,4.67,48.650000000000006,35.06,48.650000000000006,Good
1757390400,2025-09-09 04:00:00,2025-09-09 09:30:00,27.08,32.55,,,311.68,0.95,14.78,32.05,14.67,3.41,45.13333333333333,32.55,45.13333333333333,Good
1757394000,2025-09-09 05:00:00,2025-09-09 10:30:00,25.66,30.97,,,288.66,0.95,15.42,34.68,16.025000000000002,3.25,42.766666666666666,30.97,42.766666666666666,Good
1757397600,2025-09-09 06:00:00,2025-09-09 11:30:00,24.37,29.55,,,278.88,0.95,16.04,36.1,16.025000000000002,3.37,40.61666666666667,29.55,40.61666666666667,Good
1757401200,2025-09-09 07:00:00,2025-09-09 12:30:00,16.32,19.61,,,214.64,0.6,12.02,48.15,15.67,1.9,27.200000000000003,19.61,27.200000000000003,Good
1757404800,2025-09-09 08:00:00,2025-09-09 13:30:00,11.35,13.69,,,185.62,0.36,8.78,56.15,11.55,1.45,18.916666666666668,13.69,18.916666666666668,Good
1757408400,2025-09-09 09:00:00,2025-09-09 14:30:00,9.97,12.06,,,179.34,0.33,7.9,59.33,10.3,1.43,16.616666666666667,12.06,16.616666666666667,Good
1757412000,2025-09-09 10:00:00,2025-09-09 15:30:00,10.41,12.68,,,187.49,0.45,8.25,60.23,10.0,2.01,17.35,12.68,17.35,Good
1757415600,2025-09-09 11:00:00,2025-09-09 16:30:00,11.85,14.64,,,205.16,0.58,9.67,58.6,9.97,3.01,19.75,14.64,19.75,Good
1757419200,2025-09-09 12:00:00,2025-09-09 17:30:00,13.08,16.39,,,224.08,0.43,11.97,55.72,9.96,3.76,21.8,16.39,21.8,Good
1757422800,2025-09-09 13:00:00,2025-09-09 18:30:00,14.28,18.21,,,243.85,0.07,14.56,51.21,9.73,4.54,23.8,18.21,23.8,Good
1757426400,2025-09-09 14:00:00,2025-09-09 19:30:00,15.54,20.26,,,262.27,0.0,15.54,47.87,9.37,5.36,25.9,20.26,25.9,Good
1757430000,2025-09-09 15:00:00,2025-09-09 20:30:00,16.64,22.09,,,273.51,0.0,15.49,46.14,8.87,5.86,27.733333333333334,22.09,27.733333333333334,Good
1757433600,2025-09-09 16:00:00,2025-09-09 21:30:00,17.29,23.06,,,273.51,0.0,14.58,45.49,8.73,5.7,28.816666666666666,23.06,28.816666666666666,Good
1757437200,2025-09-09 17:00:00,2025-09-09 22:30:00,17.83,23.83,,,276.13,0.0,14.28,44.27,10.33,5.4,29.716666666666665,23.83,29.716666666666665,Good
1757440800,2025-09-09 18:00:00,2025-09-09 23:30:00,18.39,24.29,,,280.74,0.0,14.86,41.3,13.93,5.08,30.650000000000002,24.29,30.650000000000002,Good
1757444400,2025-09-09 19:00:00,2025-09-10 00:30:00,19.17,23.8,,,281.22,0.0,15.71,36.27,16.025000000000002,4.25,31.950000000000003,23.8,31.950000000000003,Good
1757448000,2025-09-09 20:00:00,2025-09-10 01:30:00,20.69,24.36,,,292.05,0.0,16.21,30.88,16.025000000000002,3.58,34.483333333333334,24.36,34.483333333333334,Good
1757451600,2025-09-09 21:00:00,2025-09-10 02:30:00,22.16,25.33,,,301.98,0.0,16.1,26.56,13.95,3.24,36.93333333333334,25.33,36.93333333333334,Good
1757455200,2025-09-09 22:00:00,2025-09-10 03:30:00,23.19,26.1,,,308.33,0.0,15.41,23.24,11.33,3.03,38.650000000000006,26.1,38.650000000000006,Good
1757458800,2025-09-09 23:00:00,2025-09-10 04:30:00,23.3,26.09,,,310.86,0.0,14.18,21.46,8.99,2.86,38.833333333333336,26.09,38.833333333333336,Good
1757462400,2025-09-10 00:00:00,2025-09-10 05:30:00,22.59,25.29,,,311.39,0.0,12.82,20.58,6.95,2.73,37.65,25.29,37.65,Good
1757466000,2025-09-10 01:00:00,2025-09-10 06:30:00,21.54,24.25,,,306.26,0.02,11.81,20.82,5.6,2.58,35.9,24.25,35.9,Good
1757469600,2025-09-10 02:00:00,2025-09-10 07:30:00,21.35,24.54,,,312.32,0.95,10.66,22.39,5.5,2.75,35.583333333333336,24.54,35.583333333333336,Good
1757473200,2025-09-10 03:00:00,2025-09-10 08:30:00,22.74,26.51,,,322.2,0.95,10.15,26.65,6.99,2.92,37.9,26.51,37.9,Good
1757476800,2025-09-10 04:00:00,2025-09-10 09:30:00,24.5,28.54,,,305.79,0.95,13.07,31.38,12.78,2.54,40.833333333333336,28.54,40.833333333333336,Good
1757480400,2025-09-10 05:00:00,2025-09-10 10:30:00,25.8,30.22,,,294.53,0.95,13.05,37.92,15.87,2.56,43.0,30.22,43.0,Good
1757484000,2025-09-10 06:00:00,2025-09-10 11:30:00,28.35,33.04,,,282.91,0.95,11.77,49.29,16.025000000000002,2.52,47.25000000000001,33.04,47.25000000000001,Good
1757487600,2025-09-10 07:00:00,2025-09-10 12:30:00,24.03,27.16,,,215.87,0.95,6.32,75.76,13.68,1.37,40.050000000000004,27.16,40.050000000000004,Good
1757491200,2025-09-10 08:00:00,2025-09-10 13:30:00,25.38,28.02,,,198.06,0.57,3.63,94.79,10.7,1.52,42.3,28.02,42.3,Good
1757494800,2025-09-10 09:00:00,2025-09-10 14:30:00,27.92,30.66,,,198.75,0.42,2.98,107.3,9.75,1.89,46.53333333333334,30.66,46.53333333333334,Good
1757498400,2025-09-10 10:00:00,2025-09-10 15:30:00,31.42,34.57,,,210.62,0.42,3.46,115.92,9.88,2.52,51.7096551724138,34.57,51.7096551724138,Satisfactory
1757502000,2025-09-10 11:00:00,2025-09-10 16:30:00,35.28,38.88,,,227.13,0.42,4.68,118.65,10.03,3.06,58.23172413793104,38.88,58.23172413793104,Satisfactory
1757505600,2025-09-10 12:00:00,2025-09-10 17:30:00,36.06,39.84,,,237.51,0.25,6.66,115.01,9.86,3.33,59.54965517241379,39.84,59.54965517241379,Satisfactory
1757509200,2025-09-10 13:00:00,2025-09-10 18:30:00,33.72,37.56,,,242.37,0.02,8.56,105.45,9.84,3.56,55.595862068965516,37.56,55.595862068965516,Satisfactory
1757512800,2025-09-10 14:00:00,2025-09-10 19:30:00,30.68,34.81,,,255.34,0.0,10.04,94.48,10.44,4.25,,34.81,34.81,Good
1757516400,2025-09-10 15:00:00,2025-09-10 20:30:00,27.32,31.42,,,267.32,0.0,11.25,82.83,11.78,4.28,45.53333333333334,31.42,45.53333333333334,Good
1757520000,2025-09-10 16:00:00,2025-09-10 21:30:00,24.59,28.1,,,276.08,0.0,11.88,71.07,14.18,3.71,40.983333333333334,28.1,40.983333333333334,Good
1757523600,2025-09-10 17:00:00,2025-09-10 22:30:00,23.86,27.25,,,294.33,0.0,12.37,61.27,14.21,3.49,39.766666666666666,27.25,39.766666666666666,Good
1757527200,2025-09-10 18:00:00,2025-09-10 23:30:00,24.08,27.47,,,312.92,0.0,12.71,53.53,12.9,3.32,40.13333333333333,27.47,40.13333333333333,Good
1757530800,2025-09-10 19:00:00,2025-09-11 00:30:00,24.64,27.92,,,323.74,0.0,12.36,46.88,9.91,3.2,41.06666666666667,27.92,41.06666666666667,Good
1757534400,2025-09-10 20:00:00,2025-09-11 01:30:00,25.4,28.76,,,336.43,0.0,11.51,41.31,7.3,3.26,42.333333333333336,28.76,42.333333333333336,Good
1757538000,2025-09-10 21:00:00,2025-09-11 02:30:00,25.56,28.87,,,343.85,0.0,10.42,36.7,5.34,3.29,42.6,28.87,42.6,Good
1757541600,2025-09-10 22:00:00,2025-09-11 03:30:00,24.39,27.62,,,342.18,0.0,9.18,34.12,3.88,3.29,40.650000000000006,27.62,40.650000000000006,Good
1757545200,2025-09-10 23:00:00,2025-09-11 04:30:00,22.69,25.91,,,338.34,0.0,8.24,32.25,2.88,3.35,37.81666666666667,25.91,37.81666666666667,Good
1757548800,2025-09-11 00:00:00,2025-09-11 05:30:00,21.01,24.26,,,335.67,0.01,7.79,30.38,2.35,3.47,35.01666666666667,24.26,35.01666666666667,Good
1757552400,2025-09-11 01:00:00,2025-09-11 06:30:00,19.42,22.9,,,336.21,0.02,7.96,28.26,2.25,3.67,32.366666666666674,22.9,32.366666666666674,Good
1757556000,2025-09-11 02:00:00,2025-09-11 07:30:00,18.44,22.67,,,348.58,0.95,8.02,28.01,2.73,4.12,30.733333333333338,22.67,30.733333333333338,Good
1757559600,2025-09-11 03:00:00,2025-09-11 08:30:00,18.6,23.41,,,357.73,0.95,7.62,34.33,4.06,4.42,31.000000000000004,23.41,31.000000000000004,Good
1757563200,2025-09-11 04:00:00,2025-09-11 09:30:00,19.03,23.45,,,327.22,0.95,8.53,46.32,8.45,3.67,31.71666666666667,23.45,31.71666666666667,Good
1757566800,2025-09-11 05:00:00,2025-09-11 10:30:00,21.55,26.2,,,314.8,0.95,8.85,56.73,10.76,3.59,35.91666666666667,26.2,35.91666666666667,Good
1757570400,2025-09-11 06:00:00,2025-09-11 11:30:00,25.13,29.92,,,304.61,0.95,8.75,67.84,12.26,3.35,41.88333333333333,29.92,41.88333333333333,Good
1757574000,2025-09-11 07:00:00,2025-09-11 12:30:00,20.11,23.39,,,237.66,0.49,6.76,72.94,11.36,2.01,33.516666666666666,23.39,33.516666666666666,Good
1757577600,2025-09-11 08:00:00,2025-09-11 13:30:00,16.04,18.33,,,199.07,0.27,5.56,73.47,9.81,1.46,26.733333333333334,18.33,26.733333333333334,Good
1757581200,2025-09-11 09:00:00,2025-09-11 14:30:00,15.83,17.9,,,192.8,0.18,5.48,74.88,9.37,1.47,26.383333333333333,17.9,26.383333333333333,Good
1757584800,2025-09-11 10:00:00,2025-09-11 15:30:00,17.78,20.03,,,207.62,0.2,6.85,74.26,10.95,2.13,29.633333333333336,20.03,29.633333333333336,Good
1757588400,2025-09-11 11:00:00,2025-09-11 16:30:00,20.88,23.49,,,237.25,0.21,10.03,70.42,13.37,3.11,34.8,23.49,34.8,Good
1757592000,2025-09-11 12:00:00,2025-09-11 17:30:00,23.99,26.74,,,268.8,0.08,13.76,66.34,15.17,3.45,39.983333333333334,26.74,39.983333333333334,Good
1757595600,2025-09-11 13:00:00,2025-09-11 18:30:00,26.98,29.82,,,299.0,0.0,16.62,61.13,15.04,3.41,44.96666666666667,29.82,44.96666666666667,Good
1757599200,2025-09-11 14:00:00,2025-09-11 19:30:00,29.38,32.82,,,330.7,0.0,18.22,56.5,15.23,3.71,48.96666666666667,32.82,48.96666666666667,Good
1757602800,2025-09-11 15:00:00,2025-09-11 20:30:00,30.58,34.7,,,351.9,0.0,18.68,52.46,16.025000000000002,4.07,,34.7,34.7,Good
1757606400,2025-09-11 16:00:00,2025-09-11 21:30:00,31.26,35.47,,,357.15,0.0,18.31,48.95,16.025000000000002,3.88,51.43931034482759,35.47,51.43931034482759,Satisfactory
1757610000,2025-09-11 17:00:00,2025-09-11 22:30:00,32.7,36.68,,,359.93,0.0,18.39,46.13,15.56,3.24,53.872413793103455,36.68,53.872413793103455,Satisfactory
1757613600,2025-09-11 18:00:00,2025-09-11 23:30:00,33.24,36.62,,,354.86,0.0,18.8,43.02,14.68,2.58,54.7848275862069,36.62,54.7848275862069,Satisfactory
1757617200,2025-09-11 19:00:00,2025-09-12 00:30:00,32.19,34.75,,,337.56,0.0,18.06,40.71,13.1,2.13,53.01068965517241,34.75,53.01068965517241,Satisfactory
1757620800,2025-09-11 20:00:00,2025-09-12 01:30:00,31.05,33.31,,,326.32,0.0,16.32,38.84,11.41,2.1,51.08448275862069,33.31,51.08448275862069,Satisfactory
1757624400,2025-09-11 21:00:00,2025-09-12 02:30:00,30.0,32.16,,,316.97,0.0,14.35,37.94,10.05,2.16,50.0,32.16,50.0,Good
1757628000,2025-09-11 22:00:00,2025-09-12 03:30:00,29.46,31.85,,,312.62,0.0,12.59,36.7,8.38,2.37,49.1,31.85,49.1,Good
1757631600,2025-09-11 23:00:00,2025-09-12 04:30:00,29.11,31.91,,,313.74,0.0,11.17,34.35,6.84,2.65,48.516666666666666,31.91,48.516666666666666,Good
1757635200,2025-09-12 00:00:00,2025-09-12 05:30:00,28.38,31.57,,,318.36,0.0,10.29,31.52,5.59,2.94,47.3,31.57,47.3,Good
1757638800,2025-09-12 01:00:00,2025-09-12 06:30:00,27.16,30.81,,,323.46,0.0,10.12,28.73,4.82,3.23,45.266666666666666,30.81,45.266666666666666,Good
1757642400,2025-09-12 02:00:00,2025-09-12 07:30:00,25.89,30.48,,,336.8,0.28,11.03,25.75,4.87,3.68,43.150000000000006,30.48,43.150000000000006,Good
1757646000,2025-09-12 03:00:00,2025-09-12 08:30:00,23.96,29.36,,,343.91,0.95,11.6,25.9,5.83,3.91,39.93333333333334,29.36,39.93333333333334,Good
1757649600,2025-09-12 04:00:00,2025-09-12 09:30:00,20.5,25.76,,,306.77,0.95,11.85,32.91,8.59,3.09,34.16666666666667,25.76,34.16666666666667,Good
1757653200,2025-09-12 05:00:00,2025-09-12 10:30:00,18.29,23.44,,,285.21,0.95,11.7,38.52,10.15,2.97,30.483333333333334,23.44,30.483333333333334,Good
1757656800,2025-09-12 06:00:00,2025-09-12 11:30:00,16.21,21.12,,,269.32,0.95,11.14,43.77,11.14,3.02,27.01666666666667,21.12,27.01666666666667,Good
1757660400,2025-09-12 07:00:00,2025-09-12 12:30:00,9.78,12.89,,,212.2,0.5,7.95,57.27,9.83,2.06,16.3,12.89,16.3,Good
1757664000,2025-09-12 08:00:00,2025-09-12 13:30:00,6.82,9.16,,,189.22,0.2,6.33,62.55,7.72,1.88,11.366666666666667,9.16,11.366666666666667,Good
1757667600,2025-09-12 09:00:00,2025-09-12 14:30:00,6.14,8.35,,,184.01,0.14,6.35,63.46,7.53,1.96,10.233333333333333,8.35,10.233333333333333,Good
1757671200,2025-09-12 10:00:00,2025-09-12 15:30:00,6.46,8.84,,,190.71,0.16,7.52,62.8,8.34,2.5,10.766666666666667,8.84,10.766666666666667,Good
1757674800,2025-09-12 11:00:00,2025-09-12 16:30:00,7.27,10.03,,,206.57,0.14,9.89,59.52,9.38,3.37,12.116666666666667,10.03,12.116666666666667,Good
1757678400,2025-09-12 12:00:00,2025-09-12 17:30:00,8.25,11.33,,,225.93,0.07,13.03,55.02,10.46,4.05,13.75,11.33,13.75,Good
1757682000,2025-09-12 13:00:00,2025-09-12 18:30:00,9.98,13.8,,,255.77,0.01,16.97,47.86,10.96,5.03,16.633333333333336,13.8,16.633333333333336,Good
1757685600,2025-09-12 14:00:00,2025-09-12 19:30:00,12.56,17.59,,,294.84,0.0,20.35,40.54,10.74,6.4,20.933333333333334,17.59,20.933333333333334,Good
1757689200,2025-09-12 15:00:00,2025-09-12 20:30:00,15.21,21.38,,,330.15,0.0,21.91,35.13,9.84,6.795,25.35,21.38,25.35,Good
1757692800,2025-09-12 16:00:00,2025-09-12 21:30:00,17.73,24.54,,,363.48,0.0,22.13,30.34,8.99,6.795,29.55,24.54,29.55,Good
1757696400,2025-09-12 17:00:00,2025-09-12 22:30:00,20.38,27.97,,,405.37,0.01,22.24,26.0,8.13,6.795,33.96666666666667,27.97,33.96666666666667,Good
1757700000,2025-09-12 18:00:00,2025-09-12 23:30:00,22.36,30.36,,,440.41,0.03,22.325000000000003,21.97,7.28,6.795,37.266666666666666,30.36,37.266666666666666,Good
1757703600,2025-09-12 19:00:00,2025-09-13 00:30:00,22.7,29.44,,,446.17,0.05,21.5,19.69,9.75,6.73,37.833333333333336,29.44,37.833333333333336,Good
1757707200,2025-09-12 20:00:00,2025-09-13 01:30:00,22.98,28.42,,,443.47,0.04,20.14,18.92,12.65,5.6,38.300000000000004,28.42,38.300000000000004,Good
1757710800,2025-09-12 21:00:00,2025-09-13 02:30:00,23.86,28.41,,,436.08,0.03,18.84,19.03,14.49,4.8,39.766666666666666,28.41,39.766666666666666,Good
1757714400,2025-09-12 22:00:00,2025-09-13 03:30:00,25.35,29.33,,,426.43,0.04,17.85,18.85,13.34,4.44,42.25000000000001,29.33,42.25000000000001,Good
1757718000,2025-09-12 23:00:00,2025-09-13 04:30:00,26.96,30.72,,,421.69,0.09,17.12,18.04,10.87,4.45,44.93333333333334,30.72,44.93333333333334,Good
1757721600,2025-09-13 00:00:00,2025-09-13 05:30:00,28.19,31.89,,,420.22,0.19,16.53,17.3,9.05,4.67,46.983333333333334,31.89,46.983333333333334,Good
1757725200,2025-09-13 01:00:00,2025-09-13 06:30:00,29.33,33.5,,,422.91,0.47,16.07,16.74,7.15,5.1,48.88333333333333,33.5,48.88333333333333,Good
1757728800,2025-09-13 02:00:00,2025-09-13 07:30:00,30.79,36.27,,,439.06,0.95,15.52,16.58,6.3,5.58,,36.27,36.27,Good
1757732400,2025-09-13 03:00:00,2025-09-13 08:30:00,32.57,39.31,,,452.34,0.95,13.9,19.7,7.23,6.11,53.65275862068965,39.31,53.65275862068965,Satisfactory
1757736000,2025-09-13 04:00:00,2025-09-13 09:30:00,29.22,35.14,,,357.95,0.95,13.27,30.52,9.87,4.75,48.7,35.14,48.7,Good
1757739600,2025-09-13 05:00:00,2025-09-13 10:30:00,26.08,31.89,,,331.53,0.95,12.27,36.12,10.1,4.81,43.46666666666667,31.89,43.46666666666667,Good
1757743200,2025-09-13 06:00:00,2025-09-13 11:30:00,24.52,30.18,,,313.26,0.95,10.89,43.69,10.16,4.51,40.86666666666667,30.18,40.86666666666667,Good
1757746800,2025-09-13 07:00:00,2025-09-13 12:30:00,18.7,22.45,,,243.21,0.95,8.16,58.34,10.62,2.84,31.166666666666668,22.45,31.166666666666668,Good
1757750400,2025-09-13 08:00:00,2025-09-13 13:30:00,15.09,17.8,,,208.7,0.46,6.25,65.82,8.51,2.41,25.150000000000002,17.8,25.150000000000002,Good
1757754000,2025-09-13 09:00:00,2025-09-13 14:30:00,13.81,16.28,,,198.99,0.27,6.26,67.03,8.25,2.5,23.01666666666667,16.28,23.01666666666667,Good
1757757600,2025-09-13 10:00:00,2025-09-13 15:30:00,13.69,16.41,,,202.09,0.18,7.44,64.67,8.91,3.07,22.816666666666666,16.41,22.816666666666666,Good
1757761200,2025-09-13 11:00:00,2025-09-13 16:30:00,14.28,17.57,,,213.05,0.15,9.54,60.1,10.01,4.08,23.8,17.57,23.8,Good
1757764800,2025-09-13 12:00:00,2025-09-13 17:30:00,14.55,18.41,,,224.79,0.07,11.99,55.43,10.84,5.06,24.250000000000004,18.41,24.250000000000004,Good
1757768400,2025-09-13 13:00:00,2025-09-13 18:30:00,14.89,19.48,,,235.5,0.01,14.05,51.61,11.22,5.99,24.81666666666667,19.48,24.81666666666667,Good
1757772000,2025-09-13 14:00:00,2025-09-13 19:30:00,15.66,21.27,,,244.62,0.0,14.62,49.94,11.05,6.795,26.1,21.27,26.1,Good
1757775600,2025-09-13 15:00:00,2025-09-13 20:30:00,17.19,24.08,,,250.21,0.0,13.7,50.99,10.03,6.795,28.650000000000002,24.08,28.650000000000002,Good
1757779200,2025-09-13 16:00:00,2025-09-13 21:30:00,19.76,28.25,,,249.82,0.0,11.79,54.24,8.5,6.795,32.93333333333334,28.25,32.93333333333334,Good
1757782800,2025-09-13 17:00:00,2025-09-13 22:30:00,22.66,32.54,,,254.4,0.0,10.51,56.82,7.4,6.795,37.766666666666666,32.54,37.766666666666666,Good
1757786400,2025-09-13 18:00:00,2025-09-13 23:30:00,24.59,35.0,,,258.19,0.0,9.9,57.28,6.92,6.795,40.983333333333334,35.0,40.983333333333334,Good
1757790000,2025-09-13 19:00:00,2025-09-14 00:30:00,25.09,35.03,,,262.56,0.0,9.94,52.53,6.01,6.67,41.81666666666667,35.03,41.81666666666667,Good
1757793600,2025-09-13 20:00:00,2025-09-14 01:30:00,25.41,34.81,,,273.45,0.0,9.98,45.54,4.86,6.21,42.35,34.81,42.35,Good
1757797200,2025-09-13 21:00:00,2025-09-14 02:30:00,25.73,34.99,,,283.96,0.0,9.81,39.86,4.31,6.795,42.88333333333333,34.99,42.88333333333333,Good
1757800800,2025-09-13 22:00:00,2025-09-14 03:30:00,25.89,34.98,,,294.25,0.01,9.76,35.03,4.36,6.795,43.150000000000006,34.98,43.150000000000006,Good
1757804400,2025-09-13 23:00:00,2025-09-14 04:30:00,25.84,34.42,,,304.7,0.02,9.72,29.95,4.17,6.795,43.06666666666667,34.42,43.06666666666667,Good
1757808000,2025-09-14 00:00:00,2025-09-14 05:30:00,25.48,33.4,,,315.81,0.02,9.93,24.93,3.96,6.76,42.46666666666667,33.4,42.46666666666667,Good
1757811600,2025-09-14 01:00:00,2025-09-14 06:30:00,24.31,31.54,,,318.15,0.02,10.1,21.35,3.99,6.12,40.516666666666666,31.54,40.516666666666666,Good
1757815200,2025-09-14 02:00:00,2025-09-14 07:30:00,23.2,30.42,,,331.98,0.94,10.06,18.98,4.25,6.26,38.666666666666664,30.42,38.666666666666664,Good
1757818800,2025-09-14 03:00:00,2025-09-14 08:30:00,21.79,29.05,,,342.35,0.95,7.99,22.73,4.8,6.54,36.31666666666667,29.05,36.31666666666667,Good
1757822400,2025-09-14 04:00:00,2025-09-14 09:30:00,18.49,24.37,,,291.12,0.95,8.81,31.61,7.15,5.4,30.816666666666666,24.37,30.816666666666666,Good
1757826000,2025-09-14 05:00:00,2025-09-14 10:30:00,17.02,22.5,,,264.12,0.95,7.92,39.48,8.76,4.99,28.366666666666667,22.5,28.366666666666667,Good
1757829600,2025-09-14 06:00:00,2025-09-14 11:30:00,18.7,24.03,,,248.0,0.95,7.04,50.53,10.17,4.79,31.166666666666668,24.03,31.166666666666668,Good
