timestamp_unix,timestamp_utc,timestamp_ist,pm2_5,pm10,temp_c,humidity,co,no,no2,o3,so2,nh3,AQI_PM25,AQI_PM10,AQI,AQI_Category
1756566000,2025-08-30 15:00:00,2025-08-30 20:30:00,16.36,20.51,,,237.96,0.0,13.01,50.19,7.41,6.795,27.266666666666666,20.51,27.266666666666666,Good
1756569600,2025-08-30 16:00:00,2025-08-30 21:30:00,16.34,21.23,,,259.02,0.0,14.37,42.41,6.89,6.795,27.233333333333334,21.23,27.233333333333334,Good
1756573200,2025-08-30 17:00:00,2025-08-30 22:30:00,16.99,22.6,,,286.21,0.0,15.51,35.71,6.31,6.795,28.316666666666666,22.6,28.316666666666666,Good
1756576800,2025-08-30 18:00:00,2025-08-30 23:30:00,17.56,23.38,,,308.91,0.01,16.26,29.85,5.99,6.795,29.266666666666666,23.38,29.266666666666666,Good
1756580400,2025-08-30 19:00:00,2025-08-31 00:30:00,17.37,22.56,,,318.39,0.01,16.28,24.55,6.79,6.795,28.950000000000003,22.56,28.950000000000003,Good
1756584000,2025-08-30 20:00:00,2025-08-31 01:30:00,17.12,21.69,,,323.97,0.01,15.69,20.42,7.41,6.795,28.533333333333335,21.69,28.533333333333335,Good
1756587600,2025-08-30 21:00:00,2025-08-31 02:30:00,17.02,21.15,,,323.97,0.01,14.99,18.05,7.78,6.795,28.366666666666667,21.15,28.366666666666667,Good
1756591200,2025-08-30 22:00:00,2025-08-31 03:30:00,16.3,20.14,,,302.13,0.01,13.72,17.88,6.79,6.795,27.166666666666668,20.14,27.166666666666668,Good
1756594800,2025-08-30 23:00:00,2025-08-31 04:30:00,15.02,18.82,,,284.66,0.01,12.27,16.56,4.86,6.795,25.033333333333335,18.82,25.033333333333335,Good
1756598400,2025-08-31 00:00:00,2025-08-31 05:30:00,13.02,16.6,,,259.18,0.01,10.85,15.93,3.69,6.795,21.7,16.6,21.7,Good
1756602000,2025-08-31 01:00:00,2025-08-31 06:30:00,10.4,13.71,,,224.83,0.02,9.41,16.14,3.12,6.795,17.333333333333336,13.71,17.333333333333336,Good
1756605600,2025-08-31 02:00:00,2025-08-31 07:30:00,8.83,12.48,,,210.85,0.47,8.78,15.54,3.18,6.795,14.716666666666667,12.48,14.716666666666667,Good
1756609200,2025-08-31 03:00:00,2025-08-31 08:30:00,7.78,11.77,,,202.89,0.95,7.47,17.07,4.02,6.795,12.966666666666667,11.77,12.966666666666667,Good
1756612800,2025-08-31 04:00:00,2025-08-31 09:30:00,6.62,10.26,,,170.63,0.95,6.1,21.18,7.78,6.795,11.033333333333333,10.26,11.033333333333333,Good
1756616400,2025-08-31 05:00:00,2025-08-31 10:30:00,6.73,10.17,,,153.58,0.95,5.14,28.02,9.17,6.01,11.216666666666669,10.17,11.216666666666669,Good
1756620000,2025-08-31 06:00:00,2025-08-31 11:30:00,9.27,12.62,,,144.76,0.95,4.47,39.55,9.89,5.43,15.45,12.62,15.45,Good
1756623600,2025-08-31 07:00:00,2025-08-31 12:30:00,10.42,13.34,,,133.24,0.86,5.35,44.6,10.47,4.45,17.366666666666667,13.34,17.366666666666667,Good
1756627200,2025-08-31 08:00:00,2025-08-31 13:30:00,9.14,11.57,,,126.82,0.4,5.85,42.73,10.67,3.87,15.233333333333334,11.57,15.233333333333334,Good
1756630800,2025-08-31 09:00:00,2025-08-31 14:30:00,8.17,10.33,,,125.06,0.29,5.98,41.62,10.59,3.65,13.616666666666667,10.33,13.616666666666667,Good
1756634400,2025-08-31 10:00:00,2025-08-31 15:30:00,7.71,9.86,,,130.98,0.26,6.47,40.23,10.16,4.17,12.85,9.86,12.85,Good
1756638000,2025-08-31 11:00:00,2025-08-31 16:30:00,8.04,10.42,,,143.75,0.29,7.68,37.69,9.8,5.31,13.399999999999999,10.42,13.399999999999999,Good
1756641600,2025-08-31 12:00:00,2025-08-31 17:30:00,8.62,11.31,,,158.73,0.23,9.51,34.81,9.62,6.33,14.366666666666665,11.31,14.366666666666665,Good
1756645200,2025-08-31 13:00:00,2025-08-31 18:30:00,9.65,12.57,,,186.88,0.05,12.51,29.84,11.85,6.795,16.083333333333336,12.57,16.083333333333336,Good
1756648800,2025-08-31 14:00:00,2025-08-31 19:30:00,10.89,14.36,,,228.7,0.02,15.8,23.33,13.89,6.795,18.150000000000002,14.36,18.150000000000002,Good
1756652400,2025-08-31 15:00:00,2025-08-31 20:30:00,11.73,15.93,,,262.77,0.05,18.0,18.37,14.94,6.795,19.55,15.93,19.55,Good
1756656000,2025-08-31 16:00:00,2025-08-31 21:30:00,12.44,17.32,,,278.84,0.08,18.9,14.79,13.81,6.795,20.733333333333334,17.32,20.733333333333334,Good
1756659600,2025-08-31 17:00:00,2025-08-31 22:30:00,13.55,19.09,,,293.11,0.12,19.64,12.32,11.86,6.795,22.583333333333336,19.09,22.583333333333336,Good
1756663200,2025-08-31 18:00:00,2025-08-31 23:30:00,14.32,19.98,,,300.65,0.17,20.13,10.37,9.93,6.795,23.866666666666667,19.98,23.866666666666667,Good
1756666800,2025-08-31 19:00:00,2025-09-01 00:30:00,14.35,19.58,,,297.41,0.17,19.82,9.27,7.93,6.795,23.916666666666668,19.58,23.916666666666668,Good
1756670400,2025-08-31 20:00:00,2025-09-01 01:30:00,14.12,19.06,,,291.3,0.15,18.98,8.89,6.41,6.795,23.53333333333333,19.06,23.53333333333333,Good
1756674000,2025-08-31 21:00:00,2025-09-01 02:30:00,13.69,18.37,,,284.26,0.13,17.68,9.0,5.24,6.795,22.816666666666666,18.37,22.816666666666666,Good
1756677600,2025-08-31 22:00:00,2025-09-01 03:30:00,12.77,17.15,,,272.2,0.1,15.86,9.58,4.22,6.795,21.283333333333335,17.15,21.283333333333335,Good
1756681200,2025-08-31 23:00:00,2025-09-01 04:30:00,11.34,15.3,,,254.94,0.06,13.77,10.42,3.51,6.795,18.900000000000002,15.3,18.900000000000002,Good
1756684800,2025-09-01 00:00:00,2025-09-01 05:30:00,9.46,12.9,,,229.68,0.04,11.52,11.83,3.11,6.795,15.76666666666667,12.9,15.76666666666667,Good
1756688400,2025-09-01 01:00:00,2025-09-01 06:30:00,7.43,10.48,,,202.35,0.04,9.49,13.74,2.79,6.23,12.383333333333333,10.48,12.383333333333333,Good
1756692000,2025-09-01 02:00:00,2025-09-01 07:30:00,6.45,9.83,,,196.42,0.47,8.59,14.52,2.85,5.81,10.75,9.83,10.75,Good
1756695600,2025-09-01 03:00:00,2025-09-01 08:30:00,6.1,9.98,,,198.79,0.95,8.08,15.54,3.81,5.68,10.166666666666666,9.98,10.166666666666666,Good
1756699200,2025-09-01 04:00:00,2025-09-01 09:30:00,5.49,9.0,,,170.56,0.95,7.93,17.74,9.54,4.32,9.15,9.0,9.15,Good
1756702800,2025-09-01 05:00:00,2025-09-01 10:30:00,4.5,7.7,,,153.2,0.95,6.67,21.12,10.03,3.62,7.5,7.7,7.7,Good
1756706400,2025-09-01 06:00:00,2025-09-01 11:30:00,4.16,7.08,,,143.42,0.95,5.66,25.55,9.84,3.19,6.933333333333334,7.08,7.08,Good
1756710000,2025-09-01 07:00:00,2025-09-01 12:30:00,4.33,6.78,,,137.58,0.95,6.18,30.34,9.73,2.8,7.216666666666667,6.78,7.216666666666667,Good
1756713600,2025-09-01 08:00:00,2025-09-01 13:30:00,4.59,6.64,,,137.02,0.74,6.66,33.19,9.14,2.63,7.65,6.64,7.65,Good
1756717200,2025-09-01 09:00:00,2025-09-01 14:30:00,4.66,6.55,,,140.34,0.61,7.11,34.18,8.83,2.63,7.7666666666666675,6.55,7.7666666666666675,Good
1756720800,2025-09-01 10:00:00,2025-09-01 15:30:00,4.56,6.54,,,148.08,0.48,8.24,32.61,8.78,2.94,7.6,6.54,7.6,Good
1756724400,2025-09-01 11:00:00,2025-09-01 16:30:00,4.22,6.47,,,159.91,0.37,9.99,28.31,9.37,3.43,7.033333333333333,6.47,7.033333333333333,Good
1756728000,2025-09-01 12:00:00,2025-09-01 17:30:00,3.85,6.32,,,172.9,0.24,12.07,23.69,10.02,3.82,6.416666666666667,6.32,6.416666666666667,Good
1756731600,2025-09-01 13:00:00,2025-09-01 18:30:00,3.76,6.6,,,189.0,0.1,14.17,19.75,10.1,4.45,6.266666666666667,6.6,6.6,Good
1756735200,2025-09-01 14:00:00,2025-09-01 19:30:00,3.93,7.41,,,207.69,0.02,15.26,17.49,9.1,5.43,6.550000000000001,7.41,7.41,Good
1756738800,2025-09-01 15:00:00,2025-09-01 20:30:00,4.05,8.11,,,220.25,0.03,14.89,17.17,7.44,6.2,6.75,8.11,8.11,Good
1756742400,2025-09-01 16:00:00,2025-09-01 21:30:00,4.18,8.58,,,225.57,0.02,13.87,17.47,5.9,6.62,6.966666666666667,8.58,8.58,Good
1756746000,2025-09-01 17:00:00,2025-09-01 22:30:00,4.59,9.34,,,232.07,0.02,13.53,17.18,5.49,6.795,7.65,9.34,9.34,Good
1756749600,2025-09-01 18:00:00,2025-09-01 23:30:00,5.02,9.83,,,233.84,0.01,13.69,16.24,5.89,6.795,8.366666666666667,9.83,9.83,Good
1756753200,2025-09-01 19:00:00,2025-09-02 00:30:00,5.22,9.61,,,225.08,0.01,13.66,15.18,6.67,6.78,8.7,9.61,9.61,Good
1756756800,2025-09-01 20:00:00,2025-09-02 01:30:00,5.32,9.26,,,212.72,0.01,12.97,14.69,6.95,6.34,8.866666666666667,9.26,9.26,Good
1756760400,2025-09-01 21:00:00,2025-09-02 02:30:00,5.28,8.78,,,195.96,0.0,11.53,15.37,6.54,5.57,8.8,8.78,8.8,Good
1756764000,2025-09-01 22:00:00,2025-09-02 03:30:00,4.96,8.02,,,175.78,0.0,9.56,17.59,5.52,4.51,8.266666666666667,8.02,8.266666666666667,Good
1756767600,2025-09-01 23:00:00,2025-09-02 04:30:00,4.78,7.56,,,163.16,0.0,8.21,19.6,4.84,3.9,7.966666666666668,7.56,7.966666666666668,Good
1756771200,2025-09-02 00:00:00,2025-09-02 05:30:00,4.65,7.28,,,156.77,0.01,7.48,21.01,4.52,3.68,7.750000000000001,7.28,7.750000000000001,Good
1756774800,2025-09-02 01:00:00,2025-09-02 06:30:00,4.5,7.12,,,155.0,0.01,7.21,21.64,4.45,3.64,7.5,7.12,7.5,Good
1756778400,2025-09-02 02:00:00,2025-09-02 07:30:00,4.43,7.35,,,159.52,0.6,6.84,22.53,4.88,3.64,7.383333333333333,7.35,7.383333333333333,Good
1756782000,2025-09-02 03:00:00,2025-09-02 08:30:00,4.36,7.57,,,164.26,0.95,5.71,24.96,6.01,3.48,7.2666666666666675,7.57,7.57,Good
1756785600,2025-09-02 04:00:00,2025-09-02 09:30:00,4.02,7.06,,,153.54,0.95,5.58,28.33,8.72,2.78,6.699999999999999,7.06,7.06,Good
1756789200,2025-09-02 05:00:00,2025-09-02 10:30:00,3.76,6.66,,,145.2,0.95,5.19,32.49,9.62,2.43,6.266666666666667,6.66,6.66,Good
1756792800,2025-09-02 06:00:00,2025-09-02 11:30:00,4.13,6.95,,,140.52,0.95,4.69,38.67,9.67,2.3,6.883333333333334,6.95,6.95,Good
1756796400,2025-09-02 07:00:00,2025-09-02 12:30:00,4.45,7.1,,,137.57,0.75,5.37,43.08,9.38,2.18,7.416666666666667,7.1,7.416666666666667,Good
1756800000,2025-09-02 08:00:00,2025-09-02 13:30:00,4.03,6.44,,,135.78,0.45,5.77,43.32,8.99,2.15,6.716666666666668,6.44,6.716666666666668,Good
1756803600,2025-09-02 09:00:00,2025-09-02 14:30:00,3.82,6.17,,,137.44,0.37,6.32,42.36,9.07,2.27,6.366666666666666,6.17,6.366666666666666,Good
1756807200,2025-09-02 10:00:00,2025-09-02 15:30:00,4.18,6.7,,,152.59,0.33,7.89,40.29,9.48,3.04,6.966666666666667,6.7,6.966666666666667,Good
1756810800,2025-09-02 11:00:00,2025-09-02 16:30:00,4.71,7.47,,,175.94,0.25,10.16,36.69,9.0,4.05,7.8500000000000005,7.47,7.8500000000000005,Good
1756814400,2025-09-02 12:00:00,2025-09-02 17:30:00,5.06,7.96,,,198.42,0.11,12.56,33.25,8.04,4.73,8.433333333333334,7.96,8.433333333333334,Good
1756818000,2025-09-02 13:00:00,2025-09-02 18:30:00,5.61,8.75,,,231.16,0.02,15.53,27.91,7.64,5.48,9.350000000000001,8.75,9.350000000000001,Good
1756821600,2025-09-02 14:00:00,2025-09-02 19:30:00,6.84,10.96,,,282.76,0.03,18.72,21.95,7.5,6.46,11.4,10.96,11.4,Good
1756825200,2025-09-02 15:00:00,2025-09-02 20:30:00,8.04,13.48,,,327.61,0.06,20.36,17.43,7.25,6.795,13.399999999999999,13.48,13.48,Good
1756828800,2025-09-02 16:00:00,2025-09-02 21:30:00,8.68,14.97,,,348.17,0.07,20.08,14.44,7.41,6.62,14.466666666666667,14.97,14.97,Good
1756832400,2025-09-02 17:00:00,2025-09-02 22:30:00,9.22,16.02,,,361.81,0.08,19.58,12.87,7.91,5.99,15.366666666666669,16.02,16.02,Good
1756836000,2025-09-02 18:00:00,2025-09-02 23:30:00,9.63,16.18,,,364.38,0.09,19.16,11.95,8.46,5.18,16.05,16.18,16.18,Good
1756839600,2025-09-02 19:00:00,2025-09-03 00:30:00,9.99,15.95,,,353.36,0.08,18.52,11.79,7.72,4.68,16.650000000000002,15.95,16.650000000000002,Good
1756843200,2025-09-02 20:00:00,2025-09-03 01:30:00,10.66,16.37,,,341.96,0.05,17.72,11.89,6.46,4.56,17.76666666666667,16.37,17.76666666666667,Good
1756846800,2025-09-02 21:00:00,2025-09-03 02:30:00,11.49,17.06,,,333.13,0.04,16.96,11.83,5.38,4.58,19.150000000000002,17.06,19.150000000000002,Good
1756850400,2025-09-02 22:00:00,2025-09-03 03:30:00,11.88,17.19,,,315.19,0.02,15.92,12.43,4.66,4.49,19.8,17.19,19.8,Good
1756854000,2025-09-02 23:00:00,2025-09-03 04:30:00,11.95,17.06,,,296.53,0.02,14.99,12.4,4.3,4.39,19.916666666666668,17.06,19.916666666666668,Good
1756857600,2025-09-03 00:00:00,2025-09-03 05:30:00,11.81,16.74,,,277.3,0.03,14.16,12.15,4.28,4.29,19.683333333333334,16.74,19.683333333333334,Good
1756861200,2025-09-03 01:00:00,2025-09-03 06:30:00,11.41,16.24,,,257.43,0.05,13.44,12.05,4.49,4.33,19.01666666666667,16.24,19.01666666666667,Good
1756864800,2025-09-03 02:00:00,2025-09-03 07:30:00,10.46,15.59,,,247.58,0.7,12.35,12.97,4.83,4.83,17.433333333333337,15.59,17.433333333333337,Good
1756868400,2025-09-03 03:00:00,2025-09-03 08:30:00,8.96,14.21,,,233.28,0.95,10.03,16.82,5.82,4.9,14.933333333333335,14.21,14.933333333333335,Good
1756872000,2025-09-03 04:00:00,2025-09-03 09:30:00,7.12,11.31,,,182.95,0.95,8.45,22.44,9.55,3.3,11.866666666666667,11.31,11.866666666666667,Good
1756875600,2025-09-03 05:00:00,2025-09-03 10:30:00,5.96,9.72,,,163.64,0.95,7.7,25.0,10.3,2.9,9.933333333333334,9.72,9.933333333333334,Good
1756879200,2025-09-03 06:00:00,2025-09-03 11:30:00,5.26,8.73,,,152.13,0.95,7.28,27.26,10.47,2.7,8.766666666666667,8.73,8.766666666666667,Good
1756882800,2025-09-03 07:00:00,2025-09-03 12:30:00,4.55,7.38,,,142.09,0.95,7.61,28.8,10.54,2.39,7.583333333333333,7.38,7.583333333333333,Good
1756886400,2025-09-03 08:00:00,2025-09-03 13:30:00,3.95,6.3,,,138.94,0.53,8.14,29.17,10.25,2.29,6.583333333333334,6.3,6.583333333333334,Good
1756890000,2025-09-03 09:00:00,2025-09-03 14:30:00,3.74,5.91,,,141.15,0.3,9.02,29.09,10.43,2.4,6.233333333333334,5.91,6.233333333333334,Good
1756893600,2025-09-03 10:00:00,2025-09-03 15:30:00,3.95,6.12,,,158.01,0.29,10.93,27.18,12.68,3.05,6.583333333333334,6.12,6.583333333333334,Good
1756897200,2025-09-03 11:00:00,2025-09-03 16:30:00,4.41,6.75,,,186.4,0.29,13.65,23.7,14.18,3.85,7.3500000000000005,6.75,7.3500000000000005,Good
1756900800,2025-09-03 12:00:00,2025-09-03 17:30:00,4.95,7.47,,,217.62,0.34,16.51,20.35,13.89,3.99,8.25,7.47,8.25,Good
1756904400,2025-09-03 13:00:00,2025-09-03 18:30:00,5.46,8.4,,,239.78,0.15,18.57,17.72,11.57,3.92,9.1,8.4,9.1,Good
1756908000,2025-09-03 14:00:00,2025-09-03 19:30:00,6.08,9.68,,,249.54,0.04,19.15,17.85,10.23,4.01,10.133333333333335,9.68,10.133333333333335,Good
1756911600,2025-09-03 15:00:00,2025-09-03 20:30:00,6.87,10.9,,,249.86,0.03,19.15,19.13,10.3,4.19,11.450000000000001,10.9,11.450000000000001,Good
1756915200,2025-09-03 16:00:00,2025-09-03 21:30:00,7.76,11.72,,,248.25,0.02,18.78,20.71,11.24,4.4,12.933333333333334,11.72,12.933333333333334,Good
1756918800,2025-09-03 17:00:00,2025-09-03 22:30:00,8.72,12.97,,,255.17,0.02,18.2,21.68,11.56,4.92,14.533333333333335,12.97,14.533333333333335,Good
1756922400,2025-09-03 18:00:00,2025-09-03 23:30:00,9.42,14.07,,,260.71,0.02,17.63,21.68,11.56,5.46,15.700000000000001,14.07,15.700000000000001,Good
1756926000,2025-09-03 19:00:00,2025-09-04 00:30:00,9.76,14.42,,,260.43,0.01,17.14,20.3,11.29,5.85,16.266666666666666,14.42,16.266666666666666,Good
1756929600,2025-09-03 20:00:00,2025-09-04 01:30:00,10.03,14.55,,,259.69,0.01,16.5,18.04,10.69,6.09,16.716666666666665,14.55,16.716666666666665,Good
1756933200,2025-09-03 21:00:00,2025-09-04 02:30:00,10.23,14.51,,,256.79,0.01,15.85,15.69,9.74,6.01,17.05,14.51,17.05,Good
1756936800,2025-09-03 22:00:00,2025-09-04 03:30:00,10.4,14.6,,,251.81,0.01,15.13,14.07,7.99,5.71,17.333333333333336,14.6,17.333333333333336,Good
1756940400,2025-09-03 23:00:00,2025-09-04 04:30:00,10.33,14.6,,,246.25,0.02,14.44,13.15,6.51,5.48,17.21666666666667,14.6,17.21666666666667,Good
1756944000,2025-09-04 00:00:00,2025-09-04 05:30:00,9.69,13.91,,,237.55,0.02,13.56,13.03,5.71,5.36,16.15,13.91,16.15,Good
1756947600,2025-09-04 01:00:00,2025-09-04 06:30:00,8.83,13.04,,,227.45,0.03,12.64,13.25,5.37,5.33,14.716666666666667,13.04,14.716666666666667,Good
1756951200,2025-09-04 02:00:00,2025-09-04 07:30:00,8.55,13.2,,,228.13,0.85,11.67,13.98,5.72,5.4,14.250000000000002,13.2,14.250000000000002,Good
1756954800,2025-09-04 03:00:00,2025-09-04 08:30:00,8.43,13.42,,,226.43,0.95,9.32,17.95,7.09,5.16,14.05,13.42,14.05,Good
1756958400,2025-09-04 04:00:00,2025-09-04 09:30:00,6.6,10.46,,,178.81,0.95,8.16,25.42,9.19,3.35,11.0,10.46,11.0,Good
1756962000,2025-09-04 05:00:00,2025-09-04 10:30:00,6.02,9.43,,,159.94,0.95,7.59,31.98,8.95,2.83,10.033333333333333,9.43,10.033333333333333,Good
1756965600,2025-09-04 06:00:00,2025-09-04 11:30:00,6.53,9.71,,,150.74,0.89,6.81,38.72,8.62,2.63,10.883333333333335,9.71,10.883333333333335,Good
1756969200,2025-09-04 07:00:00,2025-09-04 12:30:00,5.14,7.62,,,142.5,0.44,6.77,38.27,8.42,2.3,8.566666666666666,7.62,8.566666666666666,Good
1756972800,2025-09-04 08:00:00,2025-09-04 13:30:00,3.29,5.07,,,135.67,0.32,6.7,34.92,7.9,1.99,5.483333333333333,5.07,5.483333333333333,Good
1756976400,2025-09-04 09:00:00,2025-09-04 14:30:00,2.52,3.95,,,133.28,0.29,6.76,34.09,7.55,1.85,4.2,3.95,4.2,Good
1756980000,2025-09-04 10:00:00,2025-09-04 15:30:00,2.32,3.72,,,138.25,0.23,7.55,33.37,8.25,2.08,3.8666666666666667,3.72,3.8666666666666667,Good
1756983600,2025-09-04 11:00:00,2025-09-04 16:30:00,2.63,4.35,,,152.62,0.17,9.76,31.08,10.06,2.77,4.383333333333334,4.35,4.383333333333334,Good
1756987200,2025-09-04 12:00:00,2025-09-04 17:30:00,3.18,5.26,,,171.37,0.12,12.87,27.94,12.08,3.46,5.300000000000001,5.26,5.300000000000001,Good
1756990800,2025-09-04 13:00:00,2025-09-04 18:30:00,4.17,7.02,,,199.98,0.05,16.82,23.39,13.08,4.72,6.95,7.02,7.02,Good
1756994400,2025-09-04 14:00:00,2025-09-04 19:30:00,5.51,9.64,,,234.61,0.03,19.86,19.22,13.15,6.46,9.183333333333334,9.64,9.64,Good
1756998000,2025-09-04 15:00:00,2025-09-04 20:30:00,6.84,12.11,,,259.4,0.05,20.84,17.7,12.39,6.795,11.4,12.11,12.11,Good
1757001600,2025-09-04 16:00:00,2025-09-04 21:30:00,7.96,13.89,,,267.58,0.07,20.08,18.63,11.3,6.795,13.266666666666667,13.89,13.89,Good
1757005200,2025-09-04 17:00:00,2025-09-04 22:30:00,8.95,15.25,,,273.78,0.08,19.29,20.16,10.49,6.795,14.916666666666666,15.25,15.25,Good
1757008800,2025-09-04 18:00:00,2025-09-04 23:30:00,9.53,15.87,,,273.01,0.07,18.63,21.23,10.01,6.795,15.883333333333333,15.87,15.883333333333333,Good
1757012400,2025-09-04 19:00:00,2025-09-05 00:30:00,9.69,15.69,,,263.84,0.03,17.9,21.02,9.83,6.795,16.15,15.69,16.15,Good
1757016000,2025-09-04 20:00:00,2025-09-05 01:30:00,9.8,15.46,,,257.5,0.01,17.02,19.74,9.47,6.795,16.333333333333336,15.46,16.333333333333336,Good
1757019600,2025-09-04 21:00:00,2025-09-05 02:30:00,9.47,14.63,,,245.29,0.0,15.53,19.05,8.73,6.795,15.783333333333335,14.63,15.783333333333335,Good
1757023200,2025-09-04 22:00:00,2025-09-05 03:30:00,8.58,13.12,,,225.63,0.0,13.34,19.72,7.48,6.795,14.3,13.12,14.3,Good
1757026800,2025-09-04 23:00:00,2025-09-05 04:30:00,7.67,11.75,,,212.22,0.0,11.35,19.99,5.96,6.795,12.783333333333333,11.75,12.783333333333333,Good
1757030400,2025-09-05 00:00:00,2025-09-05 05:30:00,6.81,10.55,,,200.82,0.0,9.69,20.4,4.64,6.72,11.35,10.55,11.35,Good
1757034000,2025-09-05 01:00:00,2025-09-05 06:30:00,6.31,9.98,,,196.07,0.01,8.79,20.24,3.8,6.4,10.516666666666666,9.98,10.516666666666666,Good
1757037600,2025-09-05 02:00:00,2025-09-05 07:30:00,6.38,10.54,,,204.65,0.56,8.55,19.91,3.75,6.28,10.633333333333333,10.54,10.633333333333333,Good
1757041200,2025-09-05 03:00:00,2025-09-05 08:30:00,6.72,11.46,,,216.56,0.95,7.65,22.22,4.61,5.94,11.2,11.46,11.46,Good
1757044800,2025-09-05 04:00:00,2025-09-05 09:30:00,6.58,11.18,,,201.07,0.95,7.77,27.17,8.02,4.59,10.966666666666667,11.18,11.18,Good
1757048400,2025-09-05 05:00:00,2025-09-05 10:30:00,6.77,11.37,,,192.27,0.95,7.79,32.42,8.68,4.11,11.283333333333333,11.37,11.37,Good
1757052000,2025-09-05 06:00:00,2025-09-05 11:30:00,7.58,12.23,,,187.6,0.95,7.89,38.07,8.9,3.94,12.633333333333335,12.23,12.633333333333335,Good
1757055600,2025-09-05 07:00:00,2025-09-05 12:30:00,7.11,10.91,,,164.83,0.83,6.73,43.79,8.49,3.18,11.850000000000001,10.91,11.850000000000001,Good
1757059200,2025-09-05 08:00:00,2025-09-05 13:30:00,7.77,11.33,,,162.42,0.95,6.35,49.02,8.19,3.3,12.95,11.33,12.95,Good
1757062800,2025-09-05 09:00:00,2025-09-05 14:30:00,9.72,13.5,,,171.73,0.95,6.73,55.51,8.38,3.72,16.200000000000003,13.5,16.200000000000003,Good
1757066400,2025-09-05 10:00:00,2025-09-05 15:30:00,12.71,16.83,,,190.07,0.95,7.67,61.64,9.15,4.29,21.183333333333337,16.83,21.183333333333337,Good
1757070000,2025-09-05 11:00:00,2025-09-05 16:30:00,15.74,20.27,,,213.3,0.95,9.27,62.41,9.82,4.9,26.233333333333334,20.27,26.233333333333334,Good
1757073600,2025-09-05 12:00:00,2025-09-05 17:30:00,17.13,21.81,,,232.06,0.95,12.31,56.11,10.25,5.29,28.55,21.81,28.55,Good
1757077200,2025-09-05 13:00:00,2025-09-05 18:30:00,15.0,18.95,,,216.04,0.14,13.64,49.36,10.12,4.44,25.0,18.95,25.0,Good
1757080800,2025-09-05 14:00:00,2025-09-05 19:30:00,13.18,16.95,,,213.68,0.0,14.16,44.64,10.23,4.66,21.96666666666667,16.95,21.96666666666667,Good
1757084400,2025-09-05 15:00:00,2025-09-05 20:30:00,11.44,15.11,,,211.07,0.0,14.16,42.11,10.65,5.01,19.066666666666666,15.11,19.066666666666666,Good
1757088000,2025-09-05 16:00:00,2025-09-05 21:30:00,10.27,13.8,,,207.17,0.0,13.96,40.68,11.44,5.4,17.116666666666667,13.8,17.116666666666667,Good
1757091600,2025-09-05 17:00:00,2025-09-05 22:30:00,10.79,14.57,,,216.79,0.0,14.56,39.17,12.21,5.86,17.983333333333334,14.57,17.983333333333334,Good
1757095200,2025-09-05 18:00:00,2025-09-05 23:30:00,11.88,15.76,,,226.87,0.0,15.39,37.18,12.54,5.79,19.8,15.76,19.8,Good
1757098800,2025-09-05 19:00:00,2025-09-06 00:30:00,12.54,15.96,,,229.44,0.0,15.42,34.36,13.23,5.25,20.9,15.96,20.9,Good
1757102400,2025-09-05 20:00:00,2025-09-06 01:30:00,12.89,15.79,,,230.35,0.0,14.63,31.61,12.31,4.51,21.483333333333334,15.79,21.483333333333334,Good
1757106000,2025-09-05 21:00:00,2025-09-06 02:30:00,12.82,15.26,,,229.09,0.0,13.7,29.0,10.73,3.75,21.366666666666667,15.26,21.366666666666667,Good
1757109600,2025-09-05 22:00:00,2025-09-06 03:30:00,12.53,14.61,,,231.01,0.0,12.84,25.62,8.7,3.41,20.883333333333333,14.61,20.883333333333333,Good
1757113200,2025-09-05 23:00:00,2025-09-06 04:30:00,12.64,14.68,,,240.45,0.0,12.28,22.37,7.15,3.67,21.06666666666667,14.68,21.06666666666667,Good
1757116800,2025-09-06 00:00:00,2025-09-06 05:30:00,13.19,15.34,,,250.12,0.01,12.29,19.7,6.72,4.31,21.983333333333334,15.34,21.983333333333334,Good
1757120400,2025-09-06 01:00:00,2025-09-06 06:30:00,14.14,16.77,,,259.05,0.02,12.91,17.34,6.46,5.37,23.56666666666667,16.77,23.56666666666667,Good
1757124000,2025-09-06 02:00:00,2025-09-06 07:30:00,15.11,18.88,,,276.15,0.4,14.05,15.08,6.14,5.99,25.183333333333334,18.88,25.183333333333334,Good
1757127600,2025-09-06 03:00:00,2025-09-06 08:30:00,15.21,19.87,,,284.53,0.95,14.06,15.35,6.35,5.99,25.35,19.87,25.35,Good
1757131200,2025-09-06 04:00:00,2025-09-06 09:30:00,13.25,17.99,,,258.99,0.95,12.57,19.41,8.0,5.13,22.083333333333336,17.99,22.083333333333336,Good
1757134800,2025-09-06 05:00:00,2025-09-06 10:30:00,12.5,17.78,,,256.87,0.95,11.55,23.05,7.14,5.78,20.833333333333336,17.78,20.833333333333336,Good
1757138400,2025-09-06 06:00:00,2025-09-06 11:30:00,13.86,19.41,,,252.87,0.95,10.24,32.41,6.67,6.22,23.1,19.41,23.1,Good
1757142000,2025-09-06 07:00:00,2025-09-06 12:30:00,14.98,19.42,,,212.11,0.95,6.89,48.07,5.92,5.12,24.96666666666667,19.42,24.96666666666667,Good
1757145600,2025-09-06 08:00:00,2025-09-06 13:30:00,18.04,21.74,,,191.76,0.95,4.9,60.81,5.14,4.34,30.066666666666666,21.74,30.066666666666666,Good
